person,direction,angle,yaw,illumination,filename,path,experiment,split,training_condition,abs_yaw,pose_group,yaw_status_for_model_b
person005,left,30,-30,1,30_degree_01.png,person005/left/30_degree_01.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person005,left,30,-30,6,30_degree_06.png,person005/left/30_degree_06.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person005,frontal,0,0,11,frontal_11.png,person005/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person005,frontal,0,0,13,frontal_13.png,person005/frontal/frontal_13.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person005,frontal,0,0,16,frontal_16.png,person005/frontal/frontal_16.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person005,frontal,0,0,20,frontal_20.png,person005/frontal/frontal_20.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person005,right,30,30,10,30_degree10.png,person005/right/30_degree10.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person005,right,30,30,15,30_degree15.png,person005/right/30_degree15.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person005,right,60,60,8,60_degree08.png,person005/right/60_degree08.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person005,right,60,60,17,60_degree17.png,person005/right/60_degree17.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person006,left,60,-60,8,60_degree_08.png,person006/left/60_degree_08.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person006,left,60,-60,20,60_degree_20.png,person006/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person006,left,30,-30,6,30_degree_06.png,person006/left/30_degree_06.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person006,left,30,-30,16,30_degree_16.png,person006/left/30_degree_16.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person006,frontal,0,0,4,frontal_04.png,person006/frontal/frontal_04.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person006,frontal,0,0,7,frontal_07.png,person006/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person006,frontal,0,0,10,frontal_10.png,person006/frontal/frontal_10.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person006,frontal,0,0,11,frontal_11.png,person006/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person006,right,30,30,15,30_degree15.png,person006/right/30_degree15.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person006,right,30,30,17,30_degree17.png,person006/right/30_degree17.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person006,right,60,60,1,60_degree01.png,person006/right/60_degree01.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person006,right,60,60,13,60_degree13.png,person006/right/60_degree13.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person007,left,60,-60,4,60_degree_04.png,person007/left/60_degree_04.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person007,left,60,-60,20,60_degree_20.png,person007/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person007,left,30,-30,8,30_degree_08.png,person007/left/30_degree_08.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person007,left,30,-30,11,30_degree_11.png,person007/left/30_degree_11.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person007,frontal,0,0,7,frontal_07.png,person007/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person007,frontal,0,0,10,frontal_10.png,person007/frontal/frontal_10.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person007,frontal,0,0,16,frontal_16.png,person007/frontal/frontal_16.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person007,frontal,0,0,17,frontal_17.png,person007/frontal/frontal_17.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person007,right,30,30,1,30_degree01.png,person007/right/30_degree01.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person007,right,30,30,13,30_degree13.png,person007/right/30_degree13.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person007,right,60,60,6,60_degree06.png,person007/right/60_degree06.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person007,right,60,60,15,60_degree15.png,person007/right/60_degree15.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person008,left,60,-60,7,60_degree_07.png,person008/left/60_degree_07.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person008,left,60,-60,17,60_degree_17.png,person008/left/60_degree_17.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person008,left,30,-30,4,30_degree_04.png,person008/left/30_degree_04.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person008,left,30,-30,6,30_degree_06.png,person008/left/30_degree_06.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person008,frontal,0,0,1,frontal_01.png,person008/frontal/frontal_01.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person008,frontal,0,0,8,frontal_08.png,person008/frontal/frontal_08.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person008,frontal,0,0,10,frontal_10.png,person008/frontal/frontal_10.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person008,frontal,0,0,11,frontal_11.png,person008/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person008,right,30,30,13,30_degree13.png,person008/right/30_degree13.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person008,right,30,30,16,30_degree16.png,person008/right/30_degree16.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person008,right,60,60,15,60_degree15.png,person008/right/60_degree15.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person008,right,60,60,20,60_degree20.png,person008/right/60_degree20.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person009,left,60,-60,7,60_degree_07.png,person009/left/60_degree_07.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person009,left,60,-60,8,60_degree_08.png,person009/left/60_degree_08.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person009,left,30,-30,15,30_degree_15.png,person009/left/30_degree_15.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person009,left,30,-30,17,30_degree_17.png,person009/left/30_degree_17.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person009,frontal,0,0,1,frontal_01.png,person009/frontal/frontal_01.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person009,frontal,0,0,6,frontal_06.png,person009/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person009,frontal,0,0,10,frontal_10.png,person009/frontal/frontal_10.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person009,frontal,0,0,11,frontal_11.png,person009/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person009,right,30,30,4,30_degree04.png,person009/right/30_degree04.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person009,right,30,30,20,30_degree20.png,person009/right/30_degree20.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person009,right,60,60,13,60_degree13.png,person009/right/60_degree13.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person009,right,60,60,16,60_degree16.png,person009/right/60_degree16.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person010,left,60,-60,16,60_degree_16.png,person010/left/60_degree_16.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person010,left,60,-60,20,60_degree_20.png,person010/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person010,left,30,-30,7,30_degree_07.png,person010/left/30_degree_07.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person010,left,30,-30,15,30_degree_15.png,person010/left/30_degree_15.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person010,frontal,0,0,4,frontal_04.png,person010/frontal/frontal_04.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person010,frontal,0,0,6,frontal_06.png,person010/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person010,frontal,0,0,13,frontal_13.png,person010/frontal/frontal_13.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person010,frontal,0,0,17,frontal_17.png,person010/frontal/frontal_17.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person010,right,30,30,1,30_degree01.png,person010/right/30_degree01.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person010,right,30,30,10,30_degree10.png,person010/right/30_degree10.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person010,right,60,60,8,60_degree08.png,person010/right/60_degree08.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person010,right,60,60,11,60_degree11.png,person010/right/60_degree11.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person011,left,60,-60,15,60_degree_15.png,person011/left/60_degree_15.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person011,left,60,-60,16,60_degree_16.png,person011/left/60_degree_16.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person011,left,30,-30,1,30_degree_01.png,person011/left/30_degree_01.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person011,left,30,-30,17,30_degree_17.png,person011/left/30_degree_17.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person011,frontal,0,0,6,frontal_06.png,person011/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person011,frontal,0,0,7,frontal_07.png,person011/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person011,frontal,0,0,11,frontal_11.png,person011/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person011,frontal,0,0,13,frontal_13.png,person011/frontal/frontal_13.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person011,right,30,30,10,30_degree10.png,person011/right/30_degree10.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person011,right,30,30,20,30_degree20.png,person011/right/30_degree20.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person011,right,60,60,4,60_degree04.png,person011/right/60_degree04.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person011,right,60,60,8,60_degree08.png,person011/right/60_degree08.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person012,left,60,-60,7,60_degree_07.png,person012/left/60_degree_07.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person012,left,60,-60,20,60_degree_20.png,person012/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person012,left,30,-30,4,30_degree_04.png,person012/left/30_degree_04.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person012,left,30,-30,6,30_degree_06.png,person012/left/30_degree_06.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person012,frontal,0,0,1,frontal_01.png,person012/frontal/frontal_01.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person012,frontal,0,0,10,frontal_10.png,person012/frontal/frontal_10.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person012,frontal,0,0,11,frontal_11.png,person012/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person012,frontal,0,0,17,frontal_17.png,person012/frontal/frontal_17.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person012,right,30,30,13,30_degree13.png,person012/right/30_degree13.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person012,right,30,30,15,30_degree15.png,person012/right/30_degree15.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person012,right,60,60,8,60_degree08.png,person012/right/60_degree08.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person012,right,60,60,16,60_degree16.png,person012/right/60_degree16.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person013,left,60,-60,8,60_degree_08.png,person013/left/60_degree_08.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person013,left,60,-60,16,60_degree_16.png,person013/left/60_degree_16.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person013,left,30,-30,13,30_degree_13.png,person013/left/30_degree_13.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person013,left,30,-30,15,30_degree_15.png,person013/left/30_degree_15.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person013,frontal,0,0,1,frontal_01.png,person013/frontal/frontal_01.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person013,frontal,0,0,7,frontal_07.png,person013/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person013,frontal,0,0,11,frontal_11.png,person013/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person013,frontal,0,0,20,frontal_20.png,person013/frontal/frontal_20.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person013,right,30,30,6,30_degree06.png,person013/right/30_degree06.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person013,right,30,30,17,30_degree17.png,person013/right/30_degree17.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person013,right,60,60,4,60_degree04.png,person013/right/60_degree04.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person013,right,60,60,10,60_degree10.png,person013/right/60_degree10.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person014,left,60,-60,13,60_degree_13.png,person014/left/60_degree_13.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person014,left,60,-60,20,60_degree_20.png,person014/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person014,left,30,-30,1,30_degree_01.png,person014/left/30_degree_01.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person014,left,30,-30,10,30_degree_10.png,person014/left/30_degree_10.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person014,frontal,0,0,4,frontal_04.png,person014/frontal/frontal_04.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person014,frontal,0,0,6,frontal_06.png,person014/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person014,frontal,0,0,11,frontal_11.png,person014/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person014,frontal,0,0,16,frontal_16.png,person014/frontal/frontal_16.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person014,right,30,30,8,30_degree08.png,person014/right/30_degree08.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person014,right,30,30,17,30_degree17.png,person014/right/30_degree17.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person014,right,60,60,7,60_degree07.png,person014/right/60_degree07.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person014,right,60,60,15,60_degree15.png,person014/right/60_degree15.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person015,left,60,-60,11,60_degree_11.png,person015/left/60_degree_11.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person015,left,60,-60,20,60_degree_20.png,person015/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person015,left,30,-30,4,30_degree_04.png,person015/left/30_degree_04.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person015,left,30,-30,10,30_degree_10.png,person015/left/30_degree_10.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person015,frontal,0,0,6,frontal_06.png,person015/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person015,frontal,0,0,8,frontal_08.png,person015/frontal/frontal_08.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person015,frontal,0,0,15,frontal_15.png,person015/frontal/frontal_15.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person015,frontal,0,0,16,frontal_16.png,person015/frontal/frontal_16.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person015,right,30,30,1,30_degree01.png,person015/right/30_degree01.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person015,right,30,30,17,30_degree17.png,person015/right/30_degree17.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person015,right,60,60,7,60_degree07.png,person015/right/60_degree07.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person015,right,60,60,13,60_degree13.png,person015/right/60_degree13.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person016,left,60,-60,7,60_degree_07.png,person016/left/60_degree_07.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person016,left,60,-60,15,60_degree_15.png,person016/left/60_degree_15.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person016,left,30,-30,10,30_degree_10.png,person016/left/30_degree_10.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person016,left,30,-30,16,30_degree_16.png,person016/left/30_degree_16.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person016,frontal,0,0,4,frontal_04.png,person016/frontal/frontal_04.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person016,frontal,0,0,11,frontal_11.png,person016/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person016,frontal,0,0,13,frontal_13.png,person016/frontal/frontal_13.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person016,frontal,0,0,20,frontal_20.png,person016/frontal/frontal_20.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person016,right,30,30,6,30_degree06.png,person016/right/30_degree06.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person016,right,30,30,8,30_degree08.png,person016/right/30_degree08.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person016,right,60,60,1,60_degree01.png,person016/right/60_degree01.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person016,right,60,60,17,60_degree17.png,person016/right/60_degree17.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person017,left,60,-60,4,60_degree_04.png,person017/left/60_degree_04.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person017,left,60,-60,15,60_degree_15.png,person017/left/60_degree_15.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person017,left,30,-30,6,30_degree_06.png,person017/left/30_degree_06.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person017,left,30,-30,13,30_degree_13.png,person017/left/30_degree_13.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person017,frontal,0,0,7,frontal_07.png,person017/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person017,frontal,0,0,8,frontal_08.png,person017/frontal/frontal_08.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person017,frontal,0,0,17,frontal_17.png,person017/frontal/frontal_17.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person017,frontal,0,0,20,frontal_20.png,person017/frontal/frontal_20.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person017,right,30,30,10,30_degree10.png,person017/right/30_degree10.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person017,right,30,30,16,30_degree16.png,person017/right/30_degree16.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person017,right,60,60,1,60_degree01.png,person017/right/60_degree01.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person017,right,60,60,11,60_degree11.png,person017/right/60_degree11.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person018,left,60,-60,10,60_degree_10.png,person018/left/60_degree_10.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person018,left,60,-60,17,60_degree_17.png,person018/left/60_degree_17.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person018,left,30,-30,8,30_degree_08.png,person018/left/30_degree_08.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person018,left,30,-30,13,30_degree_13.png,person018/left/30_degree_13.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person018,frontal,0,0,1,frontal_01.png,person018/frontal/frontal_01.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person018,frontal,0,0,15,frontal_15.png,person018/frontal/frontal_15.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person018,frontal,0,0,16,frontal_16.png,person018/frontal/frontal_16.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person018,frontal,0,0,20,frontal_20.png,person018/frontal/frontal_20.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person018,right,30,30,4,30_degree04.png,person018/right/30_degree04.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person018,right,30,30,6,30_degree06.png,person018/right/30_degree06.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person018,right,60,60,7,60_degree07.png,person018/right/60_degree07.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person018,right,60,60,11,60_degree11.png,person018/right/60_degree11.png,Model_B,train,pose_diverse,60,right,seen_training_pose
person019,left,60,-60,1,60_degree_01.png,person019/left/60_degree_01.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person019,left,60,-60,20,60_degree_20.png,person019/left/60_degree_20.png,Model_B,train,pose_diverse,60,left,seen_training_pose
person019,left,30,-30,10,30_degree_10.png,person019/left/30_degree_10.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person019,left,30,-30,13,30_degree_13.png,person019/left/30_degree_13.png,Model_B,train,pose_diverse,30,left,seen_training_pose
person019,frontal,0,0,6,frontal_06.png,person019/frontal/frontal_06.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person019,frontal,0,0,7,frontal_07.png,person019/frontal/frontal_07.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person019,frontal,0,0,8,frontal_08.png,person019/frontal/frontal_08.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person019,frontal,0,0,11,frontal_11.png,person019/frontal/frontal_11.png,Model_B,train,pose_diverse,0,frontal,seen_training_pose
person019,right,30,30,16,30_degree16.png,person019/right/30_degree16.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person019,right,30,30,17,30_degree17.png,person019/right/30_degree17.png,Model_B,train,pose_diverse,30,right,seen_training_pose
person019,right,60,60,4,60_degree04.png,person019/right/60_degree04.png,Model_B,train,pose_diverse,60,right,seen_training_pose
