person,direction,angle,yaw,illumination,filename,path,experiment,split,training_condition,abs_yaw,pose_group,yaw_status_for_model_b
person004,frontal,0,0,10,frontal_10.png,person004/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,11,frontal_11.png,person004/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,13,frontal_13.png,person004/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,15,frontal_15.png,person004/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,16,frontal_16.png,person004/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,17,frontal_17.png,person004/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person004,frontal,0,0,20,frontal_20.png,person004/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,1,frontal_01.png,person005/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,4,frontal_04.png,person005/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,6,frontal_06.png,person005/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,7,frontal_07.png,person005/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,8,frontal_08.png,person005/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,10,frontal_10.png,person005/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,11,frontal_11.png,person005/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,13,frontal_13.png,person005/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,15,frontal_15.png,person005/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,16,frontal_16.png,person005/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,17,frontal_17.png,person005/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person005,frontal,0,0,20,frontal_20.png,person005/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,1,frontal_01.png,person006/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,4,frontal_04.png,person006/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,6,frontal_06.png,person006/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,7,frontal_07.png,person006/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,8,frontal_08.png,person006/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,10,frontal_10.png,person006/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,11,frontal_11.png,person006/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,13,frontal_13.png,person006/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,15,frontal_15.png,person006/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,16,frontal_16.png,person006/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,17,frontal_17.png,person006/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person006,frontal,0,0,20,frontal_20.png,person006/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,1,frontal_01.png,person007/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,4,frontal_04.png,person007/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,6,frontal_06.png,person007/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,7,frontal_07.png,person007/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,8,frontal_08.png,person007/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,10,frontal_10.png,person007/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,11,frontal_11.png,person007/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,13,frontal_13.png,person007/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,15,frontal_15.png,person007/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,16,frontal_16.png,person007/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,17,frontal_17.png,person007/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person007,frontal,0,0,20,frontal_20.png,person007/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,1,frontal_01.png,person008/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,4,frontal_04.png,person008/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,6,frontal_06.png,person008/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,7,frontal_07.png,person008/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,8,frontal_08.png,person008/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,10,frontal_10.png,person008/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,11,frontal_11.png,person008/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,13,frontal_13.png,person008/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,15,frontal_15.png,person008/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,16,frontal_16.png,person008/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,17,frontal_17.png,person008/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person008,frontal,0,0,20,frontal_20.png,person008/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,1,frontal_01.png,person009/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,4,frontal_04.png,person009/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,6,frontal_06.png,person009/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,7,frontal_07.png,person009/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,8,frontal_08.png,person009/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,10,frontal_10.png,person009/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,11,frontal_11.png,person009/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,13,frontal_13.png,person009/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,15,frontal_15.png,person009/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,16,frontal_16.png,person009/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,17,frontal_17.png,person009/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person009,frontal,0,0,20,frontal_20.png,person009/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,1,frontal_01.png,person010/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,4,frontal_04.png,person010/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,6,frontal_06.png,person010/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,7,frontal_07.png,person010/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,8,frontal_08.png,person010/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,10,frontal_10.png,person010/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,11,frontal_11.png,person010/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,13,frontal_13.png,person010/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,15,frontal_15.png,person010/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,16,frontal_16.png,person010/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,17,frontal_17.png,person010/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person010,frontal,0,0,20,frontal_20.png,person010/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,1,frontal_01.png,person011/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,4,frontal_04.png,person011/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,6,frontal_06.png,person011/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,7,frontal_07.png,person011/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,8,frontal_08.png,person011/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,10,frontal_10.png,person011/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,11,frontal_11.png,person011/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,13,frontal_13.png,person011/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,15,frontal_15.png,person011/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,16,frontal_16.png,person011/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,17,frontal_17.png,person011/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person011,frontal,0,0,20,frontal_20.png,person011/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,1,frontal_01.png,person012/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,4,frontal_04.png,person012/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,6,frontal_06.png,person012/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,7,frontal_07.png,person012/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,8,frontal_08.png,person012/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,10,frontal_10.png,person012/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,11,frontal_11.png,person012/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,13,frontal_13.png,person012/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,15,frontal_15.png,person012/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,16,frontal_16.png,person012/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,17,frontal_17.png,person012/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person012,frontal,0,0,20,frontal_20.png,person012/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,1,frontal_01.png,person013/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,4,frontal_04.png,person013/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,6,frontal_06.png,person013/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,7,frontal_07.png,person013/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,8,frontal_08.png,person013/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,10,frontal_10.png,person013/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,11,frontal_11.png,person013/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,13,frontal_13.png,person013/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,15,frontal_15.png,person013/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,16,frontal_16.png,person013/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,17,frontal_17.png,person013/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person013,frontal,0,0,20,frontal_20.png,person013/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,1,frontal_01.png,person014/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,4,frontal_04.png,person014/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,6,frontal_06.png,person014/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,7,frontal_07.png,person014/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,8,frontal_08.png,person014/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,10,frontal_10.png,person014/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,11,frontal_11.png,person014/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,13,frontal_13.png,person014/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,15,frontal_15.png,person014/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,16,frontal_16.png,person014/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,17,frontal_17.png,person014/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person014,frontal,0,0,20,frontal_20.png,person014/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,1,frontal_01.png,person015/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,4,frontal_04.png,person015/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,6,frontal_06.png,person015/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,7,frontal_07.png,person015/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,8,frontal_08.png,person015/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,10,frontal_10.png,person015/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,11,frontal_11.png,person015/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,13,frontal_13.png,person015/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,15,frontal_15.png,person015/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,16,frontal_16.png,person015/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,17,frontal_17.png,person015/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person015,frontal,0,0,20,frontal_20.png,person015/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,1,frontal_01.png,person016/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,4,frontal_04.png,person016/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,6,frontal_06.png,person016/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,7,frontal_07.png,person016/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,8,frontal_08.png,person016/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,10,frontal_10.png,person016/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,11,frontal_11.png,person016/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,13,frontal_13.png,person016/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,15,frontal_15.png,person016/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,16,frontal_16.png,person016/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,17,frontal_17.png,person016/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person016,frontal,0,0,20,frontal_20.png,person016/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,1,frontal_01.png,person017/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,4,frontal_04.png,person017/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,6,frontal_06.png,person017/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,7,frontal_07.png,person017/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,8,frontal_08.png,person017/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,10,frontal_10.png,person017/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,11,frontal_11.png,person017/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,13,frontal_13.png,person017/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,15,frontal_15.png,person017/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,16,frontal_16.png,person017/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,17,frontal_17.png,person017/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person017,frontal,0,0,20,frontal_20.png,person017/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,1,frontal_01.png,person018/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,4,frontal_04.png,person018/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,6,frontal_06.png,person018/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,7,frontal_07.png,person018/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,8,frontal_08.png,person018/frontal/frontal_08.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,10,frontal_10.png,person018/frontal/frontal_10.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,11,frontal_11.png,person018/frontal/frontal_11.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,13,frontal_13.png,person018/frontal/frontal_13.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,15,frontal_15.png,person018/frontal/frontal_15.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,16,frontal_16.png,person018/frontal/frontal_16.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,17,frontal_17.png,person018/frontal/frontal_17.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person018,frontal,0,0,20,frontal_20.png,person018/frontal/frontal_20.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person019,frontal,0,0,1,frontal_01.png,person019/frontal/frontal_01.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person019,frontal,0,0,4,frontal_04.png,person019/frontal/frontal_04.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person019,frontal,0,0,6,frontal_06.png,person019/frontal/frontal_06.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
person019,frontal,0,0,7,frontal_07.png,person019/frontal/frontal_07.png,Model_A,train,frontal_only,0,frontal,seen_training_pose
