person,yaw,illumination,path,A_correct_seeds,A_mean_confidence,B_correct_seeds,B_mean_confidence,abs_yaw,A_always_correct,B_always_correct,A_always_wrong,B_always_wrong
person005,-45,9,E:\Thesis\Dataset\correct_angle_all\person005\left\45_degree_09.png,0,0.17472327,3,0.96183896,45,0,1,1,0
person005,-45,14,E:\Thesis\Dataset\correct_angle_all\person005\left\45_degree_14.png,0,0.17097585,3,0.711838,45,0,1,1,0
person005,-45,18,E:\Thesis\Dataset\correct_angle_all\person005\left\45_degree_18.png,0,0.16925287,3,0.9014621,45,0,1,1,0
person005,-30,2,E:\Thesis\Dataset\correct_angle_all\person005\left\30_degree_02.png,0,0.2666038,3,0.99534756,30,0,1,1,0
person005,-30,9,E:\Thesis\Dataset\correct_angle_all\person005\left\30_degree_09.png,0,0.26426077,3,0.98941725,30,0,1,1,0
person005,-30,14,E:\Thesis\Dataset\correct_angle_all\person005\left\30_degree_14.png,0,0.19684924,3,0.97133845,30,0,1,1,0
person005,-30,18,E:\Thesis\Dataset\correct_angle_all\person005\left\30_degree_18.png,0,0.23071504,3,0.98885584,30,0,1,1,0
person005,30,2,E:\Thesis\Dataset\correct_angle_all\person005\right\30_degree02.png,0,0.25213358,3,0.97057766,30,0,1,1,0
person005,30,9,E:\Thesis\Dataset\correct_angle_all\person005\right\30_degree09.png,0,0.36842692,3,0.99836737,30,0,1,1,0
person005,30,14,E:\Thesis\Dataset\correct_angle_all\person005\right\30_degree14.png,0,0.24605934,3,0.9937355,30,0,1,1,0
person005,30,18,E:\Thesis\Dataset\correct_angle_all\person005\right\30_degree18.png,0,0.3694438,3,0.99616796,30,0,1,1,0
person005,45,2,E:\Thesis\Dataset\correct_angle_all\person005\right\45_degree02.png,0,0.19819458,3,0.8383463,45,0,1,1,0
person005,45,9,E:\Thesis\Dataset\correct_angle_all\person005\right\45_degree09.png,0,0.34307602,3,0.9776733,45,0,1,1,0
person005,45,14,E:\Thesis\Dataset\correct_angle_all\person005\right\45_degree14.png,0,0.23783152,3,0.81567216,45,0,1,1,0
person005,45,18,E:\Thesis\Dataset\correct_angle_all\person005\right\45_degree18.png,0,0.3765428,3,0.8929703,45,0,1,1,0
person005,60,2,E:\Thesis\Dataset\correct_angle_all\person005\right\60_degree02.png,0,0.056162674,3,0.8878438,60,0,1,1,0
person005,60,9,E:\Thesis\Dataset\correct_angle_all\person005\right\60_degree09.png,0,0.09465823,3,0.99800515,60,0,1,1,0
person005,60,14,E:\Thesis\Dataset\correct_angle_all\person005\right\60_degree14.png,0,0.09559176,3,0.9434089,60,0,1,1,0
person005,60,18,E:\Thesis\Dataset\correct_angle_all\person005\right\60_degree18.png,0,0.09787921,3,0.995003,60,0,1,1,0
person005,75,9,E:\Thesis\Dataset\correct_angle_all\person005\right\75_degree09.png,0,0.11190037,3,0.87675387,75,0,1,1,0
person005,75,14,E:\Thesis\Dataset\correct_angle_all\person005\right\75_degree14.png,0,0.11163383,3,0.37679252,75,0,1,1,0
person005,75,18,E:\Thesis\Dataset\correct_angle_all\person005\right\75_degree18.png,0,0.09476916,3,0.71925,75,0,1,1,0
person006,-90,2,E:\Thesis\Dataset\correct_angle_all\person006\left\90_degree_02.png,0,0.13037477,3,0.5909321,90,0,1,1,0
person006,-90,9,E:\Thesis\Dataset\correct_angle_all\person006\left\90_degree_09.png,0,0.12587726,3,0.8009238,90,0,1,1,0
person006,-90,14,E:\Thesis\Dataset\correct_angle_all\person006\left\90_degree_14.png,0,0.13634105,3,0.84837264,90,0,1,1,0
person006,-90,18,E:\Thesis\Dataset\correct_angle_all\person006\left\90_degree_18.png,0,0.09911,3,0.7103711,90,0,1,1,0
person006,-75,2,E:\Thesis\Dataset\correct_angle_all\person006\left\75_degree_02.png,0,0.15984213,3,0.95336026,75,0,1,1,0
person006,-75,9,E:\Thesis\Dataset\correct_angle_all\person006\left\75_degree_09.png,0,0.11758263,3,0.9728152,75,0,1,1,0
person006,-75,18,E:\Thesis\Dataset\correct_angle_all\person006\left\75_degree_18.png,0,0.092479825,3,0.9286447,75,0,1,1,0
person006,-60,2,E:\Thesis\Dataset\correct_angle_all\person006\left\60_degree_02.png,0,0.1108712,3,0.98737353,60,0,1,1,0
person006,-60,9,E:\Thesis\Dataset\correct_angle_all\person006\left\60_degree_09.png,0,0.1583986,3,0.99687296,60,0,1,1,0
person006,-60,14,E:\Thesis\Dataset\correct_angle_all\person006\left\60_degree_14.png,0,0.10202173,3,0.9960504,60,0,1,1,0
person006,-60,18,E:\Thesis\Dataset\correct_angle_all\person006\left\60_degree_18.png,0,0.12878634,3,0.9922827,60,0,1,1,0
person006,-45,14,E:\Thesis\Dataset\correct_angle_all\person006\left\45_degree_14.png,0,0.10678802,3,0.9703322,45,0,1,1,0
person006,30,2,E:\Thesis\Dataset\correct_angle_all\person006\right\30_degree02.png,0,0.12424969,3,0.98133427,30,0,1,1,0
person006,30,9,E:\Thesis\Dataset\correct_angle_all\person006\right\30_degree09.png,0,0.12570585,3,0.9696062,30,0,1,1,0
person006,30,18,E:\Thesis\Dataset\correct_angle_all\person006\right\30_degree18.png,0,0.13284452,3,0.9904387,30,0,1,1,0
person006,45,2,E:\Thesis\Dataset\correct_angle_all\person006\right\45_degree02.png,0,0.17756857,3,0.88863945,45,0,1,1,0
person006,45,9,E:\Thesis\Dataset\correct_angle_all\person006\right\45_degree09.png,0,0.18681367,3,0.91640884,45,0,1,1,0
person006,45,14,E:\Thesis\Dataset\correct_angle_all\person006\right\45_degree14.png,0,0.17977272,3,0.9654853,45,0,1,1,0
person006,45,18,E:\Thesis\Dataset\correct_angle_all\person006\right\45_degree18.png,0,0.18737127,3,0.97742605,45,0,1,1,0
person006,60,2,E:\Thesis\Dataset\correct_angle_all\person006\right\60_degree02.png,0,0.16845886,3,0.97869045,60,0,1,1,0
person006,60,9,E:\Thesis\Dataset\correct_angle_all\person006\right\60_degree09.png,0,0.22114663,3,0.9624236,60,0,1,1,0
person006,60,14,E:\Thesis\Dataset\correct_angle_all\person006\right\60_degree14.png,0,0.22855437,3,0.9980757,60,0,1,1,0
person006,60,18,E:\Thesis\Dataset\correct_angle_all\person006\right\60_degree18.png,0,0.19384837,3,0.99429375,60,0,1,1,0
person006,75,9,E:\Thesis\Dataset\correct_angle_all\person006\right\75_degree09.png,0,0.13731773,3,0.43382755,75,0,1,1,0
person006,75,14,E:\Thesis\Dataset\correct_angle_all\person006\right\75_degree14.png,0,0.15258802,3,0.6870272,75,0,1,1,0
person006,75,18,E:\Thesis\Dataset\correct_angle_all\person006\right\75_degree18.png,0,0.13657428,3,0.5507136,75,0,1,1,0
person007,-75,2,E:\Thesis\Dataset\correct_angle_all\person007\left\75_degree_02.png,0,0.19857259,3,0.6270661,75,0,1,1,0
person007,-75,9,E:\Thesis\Dataset\correct_angle_all\person007\left\75_degree_09.png,0,0.18487413,3,0.6594438,75,0,1,1,0
person007,-75,18,E:\Thesis\Dataset\correct_angle_all\person007\left\75_degree_18.png,0,0.1680702,3,0.55063486,75,0,1,1,0
person007,-60,2,E:\Thesis\Dataset\correct_angle_all\person007\left\60_degree_02.png,0,0.19344507,3,0.9904599,60,0,1,1,0
person007,-60,9,E:\Thesis\Dataset\correct_angle_all\person007\left\60_degree_09.png,0,0.18321757,3,0.97805053,60,0,1,1,0
person007,-60,14,E:\Thesis\Dataset\correct_angle_all\person007\left\60_degree_14.png,0,0.19457698,3,0.98462075,60,0,1,1,0
person007,-60,18,E:\Thesis\Dataset\correct_angle_all\person007\left\60_degree_18.png,0,0.2093637,3,0.9881282,60,0,1,1,0
person007,-45,2,E:\Thesis\Dataset\correct_angle_all\person007\left\45_degree_02.png,0,0.20779288,3,0.6398348,45,0,1,1,0
person007,-45,9,E:\Thesis\Dataset\correct_angle_all\person007\left\45_degree_09.png,0,0.2177316,3,0.95351166,45,0,1,1,0
person007,-45,14,E:\Thesis\Dataset\correct_angle_all\person007\left\45_degree_14.png,0,0.18197362,3,0.60985035,45,0,1,1,0
person007,-45,18,E:\Thesis\Dataset\correct_angle_all\person007\left\45_degree_18.png,0,0.2190788,3,0.93833804,45,0,1,1,0
person007,-30,2,E:\Thesis\Dataset\correct_angle_all\person007\left\30_degree_02.png,0,0.3588191,3,0.9822411,30,0,1,1,0
person007,-30,14,E:\Thesis\Dataset\correct_angle_all\person007\left\30_degree_14.png,0,0.22524045,3,0.9744659,30,0,1,1,0
person007,30,2,E:\Thesis\Dataset\correct_angle_all\person007\right\30_degree02.png,0,0.16733915,3,0.99040747,30,0,1,1,0
person007,30,9,E:\Thesis\Dataset\correct_angle_all\person007\right\30_degree09.png,0,0.21357948,3,0.98985416,30,0,1,1,0
person007,30,14,E:\Thesis\Dataset\correct_angle_all\person007\right\30_degree14.png,0,0.15136492,3,0.99770075,30,0,1,1,0
person007,30,18,E:\Thesis\Dataset\correct_angle_all\person007\right\30_degree18.png,0,0.17346506,3,0.99517995,30,0,1,1,0
person007,45,2,E:\Thesis\Dataset\correct_angle_all\person007\right\45_degree02.png,0,0.13851172,3,0.47295973,45,0,1,1,0
person007,45,9,E:\Thesis\Dataset\correct_angle_all\person007\right\45_degree09.png,0,0.13326643,3,0.9134541,45,0,1,1,0
person007,45,14,E:\Thesis\Dataset\correct_angle_all\person007\right\45_degree14.png,0,0.116541386,3,0.503533,45,0,1,1,0
person007,45,18,E:\Thesis\Dataset\correct_angle_all\person007\right\45_degree18.png,0,0.11705184,3,0.5837793,45,0,1,1,0
person007,60,2,E:\Thesis\Dataset\correct_angle_all\person007\right\60_degree02.png,0,0.08666226,3,0.9508524,60,0,1,1,0
person007,60,9,E:\Thesis\Dataset\correct_angle_all\person007\right\60_degree09.png,0,0.15785281,3,0.99016166,60,0,1,1,0
person007,60,14,E:\Thesis\Dataset\correct_angle_all\person007\right\60_degree14.png,0,0.10287187,3,0.93216044,60,0,1,1,0
person007,60,18,E:\Thesis\Dataset\correct_angle_all\person007\right\60_degree18.png,0,0.10503914,3,0.9762245,60,0,1,1,0
person007,75,9,E:\Thesis\Dataset\correct_angle_all\person007\right\75_degree09.png,0,0.10914328,3,0.84308815,75,0,1,1,0
person007,75,14,E:\Thesis\Dataset\correct_angle_all\person007\right\75_degree14.png,0,0.095214285,3,0.28386742,75,0,1,1,0
person007,75,18,E:\Thesis\Dataset\correct_angle_all\person007\right\75_degree18.png,0,0.086054325,3,0.5495341,75,0,1,1,0
person007,90,9,E:\Thesis\Dataset\correct_angle_all\person007\right\90_degree09.png,0,0.15229623,3,0.46102622,90,0,1,1,0
person008,-90,2,E:\Thesis\Dataset\correct_angle_all\person008\left\90_degree_02.png,0,0.12401118,3,0.6101875,90,0,1,1,0
person008,-90,9,E:\Thesis\Dataset\correct_angle_all\person008\left\90_degree_09.png,0,0.1735125,3,0.72699934,90,0,1,1,0
person008,-90,18,E:\Thesis\Dataset\correct_angle_all\person008\left\90_degree_18.png,0,0.13412227,3,0.5816346,90,0,1,1,0
person008,-75,2,E:\Thesis\Dataset\correct_angle_all\person008\left\75_degree_02.png,0,0.08579979,3,0.9415553,75,0,1,1,0
person008,-75,9,E:\Thesis\Dataset\correct_angle_all\person008\left\75_degree_09.png,0,0.20771499,3,0.96469975,75,0,1,1,0
person008,-75,14,E:\Thesis\Dataset\correct_angle_all\person008\left\75_degree_14.png,0,0.098462075,3,0.5896222,75,0,1,1,0
person008,-75,18,E:\Thesis\Dataset\correct_angle_all\person008\left\75_degree_18.png,0,0.13234739,3,0.88947374,75,0,1,1,0
person008,-60,2,E:\Thesis\Dataset\correct_angle_all\person008\left\60_degree_02.png,0,0.106335305,3,0.97233206,60,0,1,1,0
person008,-60,9,E:\Thesis\Dataset\correct_angle_all\person008\left\60_degree_09.png,0,0.11827031,3,0.99548274,60,0,1,1,0
person008,-60,14,E:\Thesis\Dataset\correct_angle_all\person008\left\60_degree_14.png,0,0.09974418,3,0.9626725,60,0,1,1,0
person008,-60,18,E:\Thesis\Dataset\correct_angle_all\person008\left\60_degree_18.png,0,0.09923762,3,0.9922888,60,0,1,1,0
person008,-45,2,E:\Thesis\Dataset\correct_angle_all\person008\left\45_degree_02.png,0,0.17537005,3,0.9272383,45,0,1,1,0
person008,-45,9,E:\Thesis\Dataset\correct_angle_all\person008\left\45_degree_09.png,0,0.12119159,3,0.9860204,45,0,1,1,0
person008,-45,14,E:\Thesis\Dataset\correct_angle_all\person008\left\45_degree_14.png,0,0.18876435,3,0.88864535,45,0,1,1,0
person008,-45,18,E:\Thesis\Dataset\correct_angle_all\person008\left\45_degree_18.png,0,0.15571953,3,0.9661377,45,0,1,1,0
person008,-30,18,E:\Thesis\Dataset\correct_angle_all\person008\left\30_degree_18.png,0,0.10268495,3,0.99557656,30,0,1,1,0
person008,30,2,E:\Thesis\Dataset\correct_angle_all\person008\right\30_degree02.png,0,0.20318413,3,0.9949812,30,0,1,1,0
person008,30,9,E:\Thesis\Dataset\correct_angle_all\person008\right\30_degree09.png,0,0.17245372,3,0.99716043,30,0,1,1,0
person008,30,14,E:\Thesis\Dataset\correct_angle_all\person008\right\30_degree14.png,0,0.12712507,3,0.9977338,30,0,1,1,0
person008,30,18,E:\Thesis\Dataset\correct_angle_all\person008\right\30_degree18.png,0,0.15140735,3,0.99826765,30,0,1,1,0
person008,45,2,E:\Thesis\Dataset\correct_angle_all\person008\right\45_degree02.png,0,0.1792407,3,0.92977023,45,0,1,1,0
person008,45,9,E:\Thesis\Dataset\correct_angle_all\person008\right\45_degree09.png,0,0.12344179,3,0.96538526,45,0,1,1,0
