person,yaw,illumination,path,A_correct_seeds,A_mean_confidence,B_correct_seeds,B_mean_confidence,abs_yaw,A_always_correct,B_always_correct,A_always_wrong,B_always_wrong
person009,-90,14,E:\Thesis\Dataset\correct_angle_all\person009\left\90_degree_14.png,0,0.06631638,0,0.3802066,90,0,0,1,1
person009,-90,18,E:\Thesis\Dataset\correct_angle_all\person009\left\90_degree_18.png,0,0.08302736,0,0.24620748,90,0,0,1,1
person009,-75,14,E:\Thesis\Dataset\correct_angle_all\person009\left\75_degree_14.png,0,0.116701186,0,0.22891332,75,0,0,1,1
person009,-75,18,E:\Thesis\Dataset\correct_angle_all\person009\left\75_degree_18.png,0,0.16764836,0,0.43119082,75,0,0,1,1
person009,75,2,E:\Thesis\Dataset\correct_angle_all\person009\right\75_degree02.png,0,0.13874336,0,0.31212717,75,0,0,1,1
person009,90,2,E:\Thesis\Dataset\correct_angle_all\person009\right\90_degree02.png,0,0.09011382,0,0.51660746,90,0,0,1,1
person009,90,9,E:\Thesis\Dataset\correct_angle_all\person009\right\90_degree09.png,0,0.110296525,0,0.5112095,90,0,0,1,1
person010,-90,2,E:\Thesis\Dataset\correct_angle_all\person010\left\90_degree_02.png,0,0.15499376,0,0.2977074,90,0,0,1,1
person010,-75,14,E:\Thesis\Dataset\correct_angle_all\person010\left\75_degree_14.png,0,0.0836247,0,0.13528168,75,0,0,1,1
person010,75,2,E:\Thesis\Dataset\correct_angle_all\person010\right\75_degree02.png,0,0.071896076,0,0.32628146,75,0,0,1,1
person011,75,2,E:\Thesis\Dataset\correct_angle_all\person011\right\75_degree02.png,0,0.15645246,0,0.3645126,75,0,0,1,1
person011,75,14,E:\Thesis\Dataset\correct_angle_all\person011\right\75_degree14.png,0,0.10103469,0,0.39376548,75,0,0,1,1
person012,-90,2,E:\Thesis\Dataset\correct_angle_all\person012\left\90_degree_02.png,0,0.094568156,0,0.122206174,90,0,0,1,1
person012,-90,9,E:\Thesis\Dataset\correct_angle_all\person012\left\90_degree_09.png,0,0.097133994,0,0.14072649,90,0,0,1,1
person012,-90,14,E:\Thesis\Dataset\correct_angle_all\person012\left\90_degree_14.png,0,0.09162768,0,0.1505094,90,0,0,1,1
person012,-90,18,E:\Thesis\Dataset\correct_angle_all\person012\left\90_degree_18.png,0,0.09365308,0,0.17528915,90,0,0,1,1
person012,-75,14,E:\Thesis\Dataset\correct_angle_all\person012\left\75_degree_14.png,0,0.20518501,0,0.124168836,75,0,0,1,1
person012,75,2,E:\Thesis\Dataset\correct_angle_all\person012\right\75_degree02.png,0,0.12534052,0,0.3127208,75,0,0,1,1
person013,75,2,E:\Thesis\Dataset\correct_angle_all\person013\right\75_degree02.png,0,0.1425216,0,0.1846422,75,0,0,1,1
person014,-90,9,E:\Thesis\Dataset\correct_angle_all\person014\left\90_degree_09.png,0,0.09375695,0,0.2709538,90,0,0,1,1
person014,-90,14,E:\Thesis\Dataset\correct_angle_all\person014\left\90_degree_14.png,0,0.122562684,0,0.16887327,90,0,0,1,1
person014,-90,18,E:\Thesis\Dataset\correct_angle_all\person014\left\90_degree_18.png,0,0.11101373,0,0.17950879,90,0,0,1,1
person014,-75,14,E:\Thesis\Dataset\correct_angle_all\person014\left\75_degree_14.png,0,0.10711824,0,0.20446657,75,0,0,1,1
person014,75,2,E:\Thesis\Dataset\correct_angle_all\person014\right\75_degree02.png,0,0.15124057,0,0.5200721,75,0,0,1,1
person016,-90,2,E:\Thesis\Dataset\correct_angle_all\person016\left\90_degree_02.png,0,0.1524046,0,0.31439626,90,0,0,1,1
person016,-90,9,E:\Thesis\Dataset\correct_angle_all\person016\left\90_degree_09.png,0,0.18360579,0,0.30804887,90,0,0,1,1
person016,-90,14,E:\Thesis\Dataset\correct_angle_all\person016\left\90_degree_14.png,0,0.16277118,0,0.36774078,90,0,0,1,1
person016,-90,18,E:\Thesis\Dataset\correct_angle_all\person016\left\90_degree_18.png,0,0.21260051,0,0.2562433,90,0,0,1,1
person016,-75,14,E:\Thesis\Dataset\correct_angle_all\person016\left\75_degree_14.png,0,0.2549431,0,0.12745802,75,0,0,1,1
person016,75,2,E:\Thesis\Dataset\correct_angle_all\person016\right\75_degree02.png,0,0.08920533,0,0.37070036,75,0,0,1,1
person016,90,14,E:\Thesis\Dataset\correct_angle_all\person016\right\90_degree14.png,0,0.119298905,0,0.13355362,90,0,0,1,1
person018,-90,2,E:\Thesis\Dataset\correct_angle_all\person018\left\90_degree_02.png,0,0.06755077,0,0.20014219,90,0,0,1,1
person018,-90,9,E:\Thesis\Dataset\correct_angle_all\person018\left\90_degree_09.png,0,0.097878456,0,0.2822332,90,0,0,1,1
person018,-90,14,E:\Thesis\Dataset\correct_angle_all\person018\left\90_degree_14.png,0,0.12903243,0,0.24899898,90,0,0,1,1
person018,-90,18,E:\Thesis\Dataset\correct_angle_all\person018\left\90_degree_18.png,0,0.13427608,0,0.29963797,90,0,0,1,1
person018,-75,14,E:\Thesis\Dataset\correct_angle_all\person018\left\75_degree_14.png,0,0.14308865,0,0.25268453,75,0,0,1,1
person018,75,2,E:\Thesis\Dataset\correct_angle_all\person018\right\75_degree02.png,0,0.14420922,0,0.414193,75,0,0,1,1
person019,75,2,E:\Thesis\Dataset\correct_angle_all\person019\right\75_degree02.png,0,0.069991894,0,0.15350744,75,0,0,1,1
person020,75,2,E:\Thesis\Dataset\correct_angle_all\person020\right\75_degree02.png,0,0.08789748,0,0.49572396,75,0,0,1,1
person020,90,14,E:\Thesis\Dataset\correct_angle_all\person020\right\90_degree14.png,0,0.121775895,0,0.36459255,90,0,0,1,1
person021,75,2,E:\Thesis\Dataset\correct_angle_all\person021\right\75_degree02.png,0,0.08966797,0,0.33582374,75,0,0,1,1
person022,-75,2,E:\Thesis\Dataset\correct_angle_all\person022\left\75_degree_02.png,0,0.081504114,0,0.23506384,75,0,0,1,1
person022,75,2,E:\Thesis\Dataset\correct_angle_all\person022\right\75_degree02.png,0,0.10915025,0,0.46718374,75,0,0,1,1
person024,75,2,E:\Thesis\Dataset\correct_angle_all\person024\right\75_degree02.png,0,0.1360368,0,0.2284158,75,0,0,1,1
person025,-90,2,E:\Thesis\Dataset\correct_angle_all\person025\left\90_degree_02.png,0,0.06069241,0,0.20842592,90,0,0,1,1
person025,-90,14,E:\Thesis\Dataset\correct_angle_all\person025\left\90_degree_14.png,0,0.08253911,0,0.1405183,90,0,0,1,1
person025,-90,18,E:\Thesis\Dataset\correct_angle_all\person025\left\90_degree_18.png,0,0.082816176,0,0.16521536,90,0,0,1,1
person025,-75,2,E:\Thesis\Dataset\correct_angle_all\person025\left\75_degree_02.png,0,0.10348473,0,0.26170048,75,0,0,1,1
person025,-75,14,E:\Thesis\Dataset\correct_angle_all\person025\left\75_degree_14.png,0,0.22447449,0,0.23490347,75,0,0,1,1
person025,75,2,E:\Thesis\Dataset\correct_angle_all\person025\right\75_degree02.png,0,0.11978665,0,0.23322888,75,0,0,1,1
person025,75,14,E:\Thesis\Dataset\correct_angle_all\person025\right\75_degree14.png,0,0.39198384,0,0.26836264,75,0,0,1,1
person025,90,2,E:\Thesis\Dataset\correct_angle_all\person025\right\90_degree02.png,0,0.25322908,0,0.27230808,90,0,0,1,1
person025,90,9,E:\Thesis\Dataset\correct_angle_all\person025\right\90_degree09.png,0,0.19684589,0,0.25759485,90,0,0,1,1
person025,90,14,E:\Thesis\Dataset\correct_angle_all\person025\right\90_degree14.png,0,0.45364082,0,0.13331424,90,0,0,1,1
person026,-90,14,E:\Thesis\Dataset\correct_angle_all\person026\left\90_degree_14.png,0,0.085789025,0,0.14010492,90,0,0,1,1
person026,-90,18,E:\Thesis\Dataset\correct_angle_all\person026\left\90_degree_18.png,0,0.12550992,0,0.15049587,90,0,0,1,1
person026,90,2,E:\Thesis\Dataset\correct_angle_all\person026\right\90_degree02.png,0,0.06523796,0,0.17993362,90,0,0,1,1
person027,-90,2,E:\Thesis\Dataset\correct_angle_all\person027\left\90_degree_02.png,0,0.28158942,0,0.30718708,90,0,0,1,1
person027,-90,9,E:\Thesis\Dataset\correct_angle_all\person027\left\90_degree_09.png,0,0.14884245,0,0.40406084,90,0,0,1,1
person027,-90,18,E:\Thesis\Dataset\correct_angle_all\person027\left\90_degree_18.png,0,0.15947156,0,0.35480526,90,0,0,1,1
person027,75,2,E:\Thesis\Dataset\correct_angle_all\person027\right\75_degree02.png,0,0.13917758,0,0.32788265,75,0,0,1,1
person028,-90,9,E:\Thesis\Dataset\correct_angle_all\person028\left\90_degree_09.png,0,0.1389062,0,0.08525342,90,0,0,1,1
person028,-90,14,E:\Thesis\Dataset\correct_angle_all\person028\left\90_degree_14.png,0,0.1588321,0,0.15675645,90,0,0,1,1
person028,-75,14,E:\Thesis\Dataset\correct_angle_all\person028\left\75_degree_14.png,0,0.10629574,0,0.16144066,75,0,0,1,1
person028,75,2,E:\Thesis\Dataset\correct_angle_all\person028\right\75_degree02.png,0,0.08749533,0,0.24166237,75,0,0,1,1
person028,90,2,E:\Thesis\Dataset\correct_angle_all\person028\right\90_degree02.png,0,0.06535699,0,0.17717957,90,0,0,1,1
person029,75,2,E:\Thesis\Dataset\correct_angle_all\person029\right\75_degree02.png,0,0.16561073,0,0.23088236,75,0,0,1,1
person030,-90,2,E:\Thesis\Dataset\correct_angle_all\person030\left\90_degree_02.png,0,0.29775783,0,0.20853078,90,0,0,1,1
person030,-90,14,E:\Thesis\Dataset\correct_angle_all\person030\left\90_degree_14.png,0,0.21641703,0,0.17369646,90,0,0,1,1
person030,-90,18,E:\Thesis\Dataset\correct_angle_all\person030\left\90_degree_18.png,0,0.21540524,0,0.10709234,90,0,0,1,1
person030,-75,14,E:\Thesis\Dataset\correct_angle_all\person030\left\75_degree_14.png,0,0.09579226,0,0.17245357,75,0,0,1,1
person030,75,2,E:\Thesis\Dataset\correct_angle_all\person030\right\75_degree02.png,0,0.116045,0,0.26007494,75,0,0,1,1
person030,90,14,E:\Thesis\Dataset\correct_angle_all\person030\right\90_degree14.png,0,0.06720889,0,0.18977596,90,0,0,1,1
person031,-90,2,E:\Thesis\Dataset\correct_angle_all\person031\left\90_degree_02.png,0,0.30309972,0,0.12710412,90,0,0,1,1
person031,-90,9,E:\Thesis\Dataset\correct_angle_all\person031\left\90_degree_09.png,0,0.17899688,0,0.16953976,90,0,0,1,1
person031,-90,14,E:\Thesis\Dataset\correct_angle_all\person031\left\90_degree_14.png,0,0.32377625,0,0.1546068,90,0,0,1,1
person031,45,14,E:\Thesis\Dataset\correct_angle_all\person031\right\45_degree14.png,0,0.11656544,0,0.41452584,45,0,0,1,1
person031,75,2,E:\Thesis\Dataset\correct_angle_all\person031\right\75_degree02.png,0,0.10333055,0,0.20763218,75,0,0,1,1
person032,-90,2,E:\Thesis\Dataset\correct_angle_all\person032\left\90_degree_02.png,0,0.09942174,0,0.22102481,90,0,0,1,1
person032,-90,14,E:\Thesis\Dataset\correct_angle_all\person032\left\90_degree_14.png,0,0.09004652,0,0.16796105,90,0,0,1,1
person032,-90,18,E:\Thesis\Dataset\correct_angle_all\person032\left\90_degree_18.png,0,0.08927888,0,0.13286817,90,0,0,1,1
person032,-75,14,E:\Thesis\Dataset\correct_angle_all\person032\left\75_degree_14.png,0,0.09300744,0,0.26139668,75,0,0,1,1
person032,75,2,E:\Thesis\Dataset\correct_angle_all\person032\right\75_degree02.png,0,0.07291993,0,0.51064223,75,0,0,1,1
person032,90,9,E:\Thesis\Dataset\correct_angle_all\person032\right\90_degree09.png,0,0.15054718,0,0.18000434,90,0,0,1,1
person033,-90,2,E:\Thesis\Dataset\correct_angle_all\person033\left\90_degree_02.png,0,0.22195327,0,0.2341699,90,0,0,1,1
person033,-90,9,E:\Thesis\Dataset\correct_angle_all\person033\left\90_degree_09.png,0,0.10838888,0,0.16366236,90,0,0,1,1
person033,-90,14,E:\Thesis\Dataset\correct_angle_all\person033\left\90_degree_14.png,0,0.15664731,0,0.23121412,90,0,0,1,1
person033,-90,18,E:\Thesis\Dataset\correct_angle_all\person033\left\90_degree_18.png,0,0.08455283,0,0.10631424,90,0,0,1,1
person033,75,2,E:\Thesis\Dataset\correct_angle_all\person033\right\75_degree02.png,0,0.11745011,0,0.18113928,75,0,0,1,1
person033,90,2,E:\Thesis\Dataset\correct_angle_all\person033\right\90_degree02.png,0,0.075424604,0,0.10627288,90,0,0,1,1
person034,-75,14,E:\Thesis\Dataset\correct_angle_all\person034\left\75_degree_14.png,0,0.13098606,0,0.081158884,75,0,0,1,1
person034,75,2,E:\Thesis\Dataset\correct_angle_all\person034\right\75_degree02.png,0,0.1364233,0,0.16099586,75,0,0,1,1
person035,75,2,E:\Thesis\Dataset\correct_angle_all\person035\right\75_degree02.png,0,0.17937446,0,0.38963187,75,0,0,1,1
person036,-75,14,E:\Thesis\Dataset\correct_angle_all\person036\left\75_degree_14.png,0,0.096503615,0,0.19229537,75,0,0,1,1
person036,75,2,E:\Thesis\Dataset\correct_angle_all\person036\right\75_degree02.png,0,0.13011275,0,0.3773967,75,0,0,1,1
person037,-75,14,E:\Thesis\Dataset\correct_angle_all\person037\left\75_degree_14.png,0,0.10487931,0,0.21583627,75,0,0,1,1
person037,75,2,E:\Thesis\Dataset\correct_angle_all\person037\right\75_degree02.png,0,0.084055334,0,0.29027286,75,0,0,1,1
person038,-90,2,E:\Thesis\Dataset\correct_angle_all\person038\left\90_degree_02.png,0,0.23652227,0,0.2592944,90,0,0,1,1
person038,-90,9,E:\Thesis\Dataset\correct_angle_all\person038\left\90_degree_09.png,0,0.13317376,0,0.31020248,90,0,0,1,1
person038,-90,14,E:\Thesis\Dataset\correct_angle_all\person038\left\90_degree_14.png,0,0.19845389,0,0.23470347,90,0,0,1,1
person038,-90,18,E:\Thesis\Dataset\correct_angle_all\person038\left\90_degree_18.png,0,0.11591363,0,0.23191981,90,0,0,1,1
person038,-75,14,E:\Thesis\Dataset\correct_angle_all\person038\left\75_degree_14.png,0,0.09317457,0,0.21744059,75,0,0,1,1
person038,75,2,E:\Thesis\Dataset\correct_angle_all\person038\right\75_degree02.png,0,0.109917164,0,0.22207947,75,0,0,1,1
person039,-90,18,E:\Thesis\Dataset\correct_angle_all\person039\left\90_degree_18.png,0,0.09513577,0,0.15089662,90,0,0,1,1
person039,-45,9,E:\Thesis\Dataset\correct_angle_all\person039\left\45_degree_09.png,0,0.19614659,0,0.37384453,45,0,0,1,1
person039,-45,14,E:\Thesis\Dataset\correct_angle_all\person039\left\45_degree_14.png,0,0.2266631,0,0.36712682,45,0,0,1,1
person039,75,2,E:\Thesis\Dataset\correct_angle_all\person039\right\75_degree02.png,0,0.17900012,0,0.23724294,75,0,0,1,1
person039,75,14,E:\Thesis\Dataset\correct_angle_all\person039\right\75_degree14.png,0,0.14646466,0,0.31410325,75,0,0,1,1
person040,75,2,E:\Thesis\Dataset\correct_angle_all\person040\right\75_degree02.png,0,0.14648478,0,0.385528,75,0,0,1,1
person040,75,14,E:\Thesis\Dataset\correct_angle_all\person040\right\75_degree14.png,0,0.10513925,0,0.46416053,75,0,0,1,1
person040,90,2,E:\Thesis\Dataset\correct_angle_all\person040\right\90_degree02.png,0,0.07487303,0,0.32400557,90,0,0,1,1
person040,90,14,E:\Thesis\Dataset\correct_angle_all\person040\right\90_degree14.png,0,0.088268705,0,0.3223831,90,0,0,1,1
person041,-90,9,E:\Thesis\Dataset\correct_angle_all\person041\left\90_degree_09.png,0,0.13179387,0,0.14830707,90,0,0,1,1
person041,-15,2,E:\Thesis\Dataset\correct_angle_all\person041\left\15_degree02.png,0,0.15628208,0,0.28578433,15,0,0,1,1
person041,-15,9,E:\Thesis\Dataset\correct_angle_all\person041\left\15_degree09.png,0,0.08617305,0,0.2025816,15,0,0,1,1
person041,-15,14,E:\Thesis\Dataset\correct_angle_all\person041\left\15_degree14.png,0,0.1374683,0,0.26894936,15,0,0,1,1
person041,-15,18,E:\Thesis\Dataset\correct_angle_all\person041\left\15_degree18.png,0,0.13610043,0,0.25131172,15,0,0,1,1
person041,45,9,E:\Thesis\Dataset\correct_angle_all\person041\right\45_degree09.png,0,0.26025292,0,0.22433634,45,0,0,1,1
person041,45,14,E:\Thesis\Dataset\correct_angle_all\person041\right\45_degree14.png,0,0.1539054,0,0.21521069,45,0,0,1,1
person042,-90,2,E:\Thesis\Dataset\correct_angle_all\person042\left\90_degree_02.png,0,0.11316514,0,0.2438978,90,0,0,1,1
person042,-90,14,E:\Thesis\Dataset\correct_angle_all\person042\left\90_degree_14.png,0,0.087845445,0,0.3468769,90,0,0,1,1
person042,-75,14,E:\Thesis\Dataset\correct_angle_all\person042\left\75_degree_14.png,0,0.14621346,0,0.15927815,75,0,0,1,1
person042,75,2,E:\Thesis\Dataset\correct_angle_all\person042\right\75_degree02.png,0,0.11064252,0,0.25283295,75,0,0,1,1
person042,90,14,E:\Thesis\Dataset\correct_angle_all\person042\right\90_degree14.png,0,0.077444635,0,0.10392979,90,0,0,1,1
person043,75,2,E:\Thesis\Dataset\correct_angle_all\person043\right\75_degree02.png,0,0.16521092,0,0.27917615,75,0,0,1,1
person044,-90,2,E:\Thesis\Dataset\correct_angle_all\person044\left\90_degree_02.png,0,0.08685917,0,0.102192275,90,0,0,1,1
person044,-90,9,E:\Thesis\Dataset\correct_angle_all\person044\left\90_degree_09.png,0,0.1256025,0,0.089367114,90,0,0,1,1
person044,-90,14,E:\Thesis\Dataset\correct_angle_all\person044\left\90_degree_14.png,0,0.099473156,0,0.1557902,90,0,0,1,1
person044,75,2,E:\Thesis\Dataset\correct_angle_all\person044\right\75_degree02.png,0,0.11030052,0,0.3635666,75,0,0,1,1
person044,90,14,E:\Thesis\Dataset\correct_angle_all\person044\right\90_degree14.png,0,0.46020553,0,0.21141613,90,0,0,1,1
person045,-90,2,E:\Thesis\Dataset\correct_angle_all\person045\left\90_degree_02.png,0,0.12359363,0,0.2721436,90,0,0,1,1
person045,-90,9,E:\Thesis\Dataset\correct_angle_all\person045\left\90_degree_09.png,0,0.10870019,0,0.1783604,90,0,0,1,1
person045,90,2,E:\Thesis\Dataset\correct_angle_all\person045\right\90_degree02.png,0,0.14716212,0,0.19635303,90,0,0,1,1
person046,75,2,E:\Thesis\Dataset\correct_angle_all\person046\right\75_degree02.png,0,0.16143693,0,0.4614232,75,0,0,1,1
person047,-90,9,E:\Thesis\Dataset\correct_angle_all\person047\left\90_degree_09.png,0,0.12193909,0,0.18229991,90,0,0,1,1
person047,75,2,E:\Thesis\Dataset\correct_angle_all\person047\right\75_degree02.png,0,0.13520908,0,0.33882704,75,0,0,1,1
person047,90,2,E:\Thesis\Dataset\correct_angle_all\person047\right\90_degree02.png,0,0.04937448,0,0.11207408,90,0,0,1,1
person047,90,14,E:\Thesis\Dataset\correct_angle_all\person047\right\90_degree14.png,0,0.070199855,0,0.23784266,90,0,0,1,1
person047,90,18,E:\Thesis\Dataset\correct_angle_all\person047\right\90_degree18.png,0,0.051724557,0,0.11120274,90,0,0,1,1
person048,-75,14,E:\Thesis\Dataset\correct_angle_all\person048\left\75_degree_14.png,0,0.1170493,0,0.079126544,75,0,0,1,1
person048,15,18,E:\Thesis\Dataset\correct_angle_all\person048\right\15_degree18.png,1,0.06510571,0,0.34233907,15,0,0,0,1
person048,75,2,E:\Thesis\Dataset\correct_angle_all\person048\right\75_degree02.png,0,0.09775326,0,0.43253765,75,0,0,1,1
person049,-90,2,E:\Thesis\Dataset\correct_angle_all\person049\left\90_degree_02.png,1,0.13626531,0,0.17113216,90,0,0,0,1
person049,75,2,E:\Thesis\Dataset\correct_angle_all\person049\right\75_degree02.png,0,0.118731566,0,0.24404943,75,0,0,1,1
person049,75,9,E:\Thesis\Dataset\correct_angle_all\person049\right\75_degree09.png,0,0.18471737,0,0.33085743,75,0,0,1,1
person049,90,2,E:\Thesis\Dataset\correct_angle_all\person049\right\90_degree02.png,0,0.06606707,0,0.13962919,90,0,0,1,1
person049,90,18,E:\Thesis\Dataset\correct_angle_all\person049\right\90_degree18.png,0,0.07242079,0,0.19054644,90,0,0,1,1
person050,75,2,E:\Thesis\Dataset\correct_angle_all\person050\right\75_degree02.png,0,0.14458394,0,0.20271035,75,0,0,1,1
person050,75,9,E:\Thesis\Dataset\correct_angle_all\person050\right\75_degree09.png,0,0.10924048,0,0.24707903,75,0,0,1,1
person051,-90,2,E:\Thesis\Dataset\correct_angle_all\person051\left\90_degree_02.png,0,0.20272605,0,0.10460368,90,0,0,1,1
person051,-90,9,E:\Thesis\Dataset\correct_angle_all\person051\left\90_degree_09.png,0,0.09374499,0,0.16240937,90,0,0,1,1
person051,-75,14,E:\Thesis\Dataset\correct_angle_all\person051\left\75_degree_14.png,0,0.11898437,0,0.23184676,75,0,0,1,1
person051,45,14,E:\Thesis\Dataset\correct_angle_all\person051\right\45_degree14.png,0,0.2969681,0,0.2602978,45,0,0,1,1
person051,75,2,E:\Thesis\Dataset\correct_angle_all\person051\right\75_degree02.png,0,0.11355132,0,0.3707056,75,0,0,1,1
person051,75,14,E:\Thesis\Dataset\correct_angle_all\person051\right\75_degree14.png,0,0.10841336,0,0.21564133,75,0,0,1,1
person051,90,2,E:\Thesis\Dataset\correct_angle_all\person051\right\90_degree02.png,0,0.14878361,0,0.17260869,90,0,0,1,1
person051,90,14,E:\Thesis\Dataset\correct_angle_all\person051\right\90_degree14.png,0,0.112947874,0,0.07026661,90,0,0,1,1
person052,-45,9,E:\Thesis\Dataset\correct_angle_all\person052\left\45_degree_09.png,0,0.28384522,0,0.43281353,45,0,0,1,1
person052,-45,14,E:\Thesis\Dataset\correct_angle_all\person052\left\45_degree_14.png,0,0.23752563,0,0.37966383,45,0,0,1,1
person052,-45,18,E:\Thesis\Dataset\correct_angle_all\person052\left\45_degree_18.png,0,0.33992064,0,0.5561161,45,0,0,1,1
person052,-15,9,E:\Thesis\Dataset\correct_angle_all\person052\left\15_degree09.png,0,0.118177734,0,0.36115667,15,0,0,1,1
person052,-15,18,E:\Thesis\Dataset\correct_angle_all\person052\left\15_degree18.png,0,0.11469539,0,0.4408138,15,0,0,1,1
person052,75,2,E:\Thesis\Dataset\correct_angle_all\person052\right\75_degree02.png,0,0.09100834,0,0.08259492,75,0,0,1,1
person052,90,2,E:\Thesis\Dataset\correct_angle_all\person052\right\90_degree02.png,0,0.07530477,0,0.1800167,90,0,0,1,1
person052,90,18,E:\Thesis\Dataset\correct_angle_all\person052\right\90_degree18.png,0,0.12906826,0,0.11978354,90,0,0,1,1
person053,-90,2,E:\Thesis\Dataset\correct_angle_all\person053\left\90_degree_02.png,0,0.13912112,0,0.12112573,90,0,0,1,1
person053,75,2,E:\Thesis\Dataset\correct_angle_all\person053\right\75_degree02.png,0,0.093639046,0,0.264591,75,0,0,1,1
person055,-75,14,E:\Thesis\Dataset\correct_angle_all\person055\left\75_degree_14.png,0,0.07868018,0,0.17735815,75,0,0,1,1
person055,75,2,E:\Thesis\Dataset\correct_angle_all\person055\right\75_degree02.png,0,0.13389868,0,0.2300375,75,0,0,1,1
person056,-90,2,E:\Thesis\Dataset\correct_angle_all\person056\left\90_degree_02.png,0,0.091906734,0,0.2257251,90,0,0,1,1
person056,-90,9,E:\Thesis\Dataset\correct_angle_all\person056\left\90_degree_09.png,0,0.0701546,0,0.19132517,90,0,0,1,1
