person,yaw,illumination,path,A_predicted_person,A_predicted_label,A_correct,A_confidence,A_abs_yaw,B_predicted_person,B_predicted_label,B_correct,B_confidence,B_abs_yaw,abs_yaw,outcome
person090,45,18,E:\Thesis\Dataset\correct_angle_all\person090\right\45_degree18.png,person002,1,0,0.5256775617599487,45,person090,89,1,0.7583101987838745,45,45,A wrong / B right
person111,30,9,E:\Thesis\Dataset\correct_angle_all\person111\right\30_degree09.png,person002,1,0,0.5251809358596802,30,person111,110,1,0.990617334842682,30,30,A wrong / B right
person067,45,18,E:\Thesis\Dataset\correct_angle_all\person067\right\45_degree18.png,person002,1,0,0.5224326252937317,45,person067,66,1,0.6529203057289124,45,45,A wrong / B right
person081,30,18,E:\Thesis\Dataset\correct_angle_all\person081\right\30_degree18.png,person002,1,0,0.5163624286651611,30,person081,80,1,0.9239814877510072,30,30,A wrong / B right
person116,60,18,E:\Thesis\Dataset\correct_angle_all\person116\right\60_degree18.png,person002,1,0,0.5125399827957153,60,person116,115,1,0.971149206161499,60,60,A wrong / B right
person119,75,9,E:\Thesis\Dataset\correct_angle_all\person119\right\75_degree09.png,person058,57,0,0.5120477676391602,75,person119,118,1,0.8840601444244385,75,75,A wrong / B right
person078,75,18,E:\Thesis\Dataset\correct_angle_all\person078\right\75_degree18.png,person079,78,0,0.5100314617156982,75,person078,77,1,0.6922661066055298,75,75,A wrong / B right
person111,45,9,E:\Thesis\Dataset\correct_angle_all\person111\right\45_degree09.png,person002,1,0,0.5083612203598022,45,person111,110,1,0.9445517063140868,45,45,A wrong / B right
person113,30,9,E:\Thesis\Dataset\correct_angle_all\person113\right\30_degree09.png,person002,1,0,0.5068164467811584,30,person113,112,1,0.9664298295974731,30,30,A wrong / B right
person116,-45,2,E:\Thesis\Dataset\correct_angle_all\person116\left\45_degree_02.png,person058,57,0,0.5066342353820801,45,person116,115,1,0.7293315529823303,45,45,A wrong / B right
person116,30,9,E:\Thesis\Dataset\correct_angle_all\person116\right\30_degree09.png,person058,57,0,0.5043801069259644,30,person116,115,1,0.6078333258628845,30,30,A wrong / B right
person050,45,18,E:\Thesis\Dataset\correct_angle_all\person050\right\45_degree18.png,person002,1,0,0.5014687776565552,45,person050,49,1,0.7261297106742859,45,45,A wrong / B right
person033,15,14,E:\Thesis\Dataset\correct_angle_all\person033\right\15_degree14.png,person002,1,0,0.5014217495918274,15,person033,32,1,0.9794623255729676,15,15,A wrong / B right
person033,45,9,E:\Thesis\Dataset\correct_angle_all\person033\right\45_degree09.png,person002,1,0,0.5013371706008911,45,person033,32,1,0.927522361278534,45,45,A wrong / B right
person039,30,9,E:\Thesis\Dataset\correct_angle_all\person039\right\30_degree09.png,person002,1,0,0.4994605779647827,30,person039,38,1,0.9977537989616394,30,30,A wrong / B right
person027,30,9,E:\Thesis\Dataset\correct_angle_all\person027\right\30_degree09.png,person002,1,0,0.4990282952785492,30,person027,26,1,0.996830403804779,30,30,A wrong / B right
person123,60,2,E:\Thesis\Dataset\correct_angle_all\person123\right\60_degree02.png,person079,78,0,0.4980120062828064,60,person123,122,1,0.9710082411766052,60,60,A wrong / B right
person049,30,18,E:\Thesis\Dataset\correct_angle_all\person049\right\30_degree18.png,person002,1,0,0.4895742535591125,30,person049,48,1,0.9950215816497804,30,30,A wrong / B right
person051,30,18,E:\Thesis\Dataset\correct_angle_all\person051\right\30_degree18.png,person002,1,0,0.4854593873023987,30,person051,50,1,0.9957291483879088,30,30,A wrong / B right
person144,60,18,E:\Thesis\Dataset\correct_angle_all\person144\right\60_degree18.png,person002,1,0,0.4834994375705719,60,person144,143,1,0.9771718382835388,60,60,A wrong / B right
person049,30,2,E:\Thesis\Dataset\correct_angle_all\person049\right\30_degree02.png,person002,1,0,0.4789985716342926,30,person049,48,1,0.9938212633132936,30,30,A wrong / B right
person150,15,14,E:\Thesis\Dataset\correct_angle_all\person150\right\15_degree14.png,person047,46,0,0.4784644544124603,15,person150,149,1,0.8546649217605591,15,15,A wrong / B right
person121,30,18,E:\Thesis\Dataset\correct_angle_all\person121\right\30_degree18.png,person002,1,0,0.4759001433849334,30,person121,120,1,0.9965165853500366,30,30,A wrong / B right
person043,15,14,E:\Thesis\Dataset\correct_angle_all\person043\right\15_degree14.png,person047,46,0,0.4718208611011505,15,person043,42,1,0.7569139003753662,15,15,A wrong / B right
person050,30,9,E:\Thesis\Dataset\correct_angle_all\person050\right\30_degree09.png,person002,1,0,0.4715466797351837,30,person050,49,1,0.9943739175796508,30,30,A wrong / B right
person138,60,18,E:\Thesis\Dataset\correct_angle_all\person138\right\60_degree18.png,person002,1,0,0.4707992076873779,60,person138,137,1,0.9996278285980223,60,60,A wrong / B right
person048,60,18,E:\Thesis\Dataset\correct_angle_all\person048\right\60_degree18.png,person079,78,0,0.4678899347782135,60,person048,47,1,0.995660960674286,60,60,A wrong / B right
person124,30,18,E:\Thesis\Dataset\correct_angle_all\person124\right\30_degree18.png,person002,1,0,0.4676993191242218,30,person124,123,1,0.6535326838493347,30,30,A wrong / B right
person105,15,14,E:\Thesis\Dataset\correct_angle_all\person105\right\15_degree14.png,person084,83,0,0.4671057462692261,15,person105,104,1,0.8408253192901611,15,15,A wrong / B right
person051,45,18,E:\Thesis\Dataset\correct_angle_all\person051\right\45_degree18.png,person002,1,0,0.4662420749664306,45,person051,50,1,0.4362984895706177,45,45,A wrong / B right
person077,60,9,E:\Thesis\Dataset\correct_angle_all\person077\right\60_degree09.png,person058,57,0,0.4644153416156769,60,person077,76,1,0.948825180530548,60,60,A wrong / B right
person085,45,9,E:\Thesis\Dataset\correct_angle_all\person085\right\45_degree09.png,person002,1,0,0.4608950614929199,45,person033,32,0,0.1538001596927642,45,45,Both wrong
person081,45,14,E:\Thesis\Dataset\correct_angle_all\person081\right\45_degree14.png,person002,1,0,0.4605588614940643,45,person081,80,1,0.8797193765640259,45,45,A wrong / B right
person012,60,2,E:\Thesis\Dataset\correct_angle_all\person012\right\60_degree02.png,person079,78,0,0.459261953830719,60,person012,11,1,0.8777276277542114,60,60,A wrong / B right
person119,45,9,E:\Thesis\Dataset\correct_angle_all\person119\right\45_degree09.png,person058,57,0,0.459170252084732,45,person119,118,1,0.7076741456985474,45,45,A wrong / B right
person051,30,9,E:\Thesis\Dataset\correct_angle_all\person051\right\30_degree09.png,person002,1,0,0.4588761329650879,30,person051,50,1,0.997912585735321,30,30,A wrong / B right
person045,45,18,E:\Thesis\Dataset\correct_angle_all\person045\right\45_degree18.png,person058,57,0,0.4576199352741241,45,person045,44,1,0.8770253658294678,45,45,A wrong / B right
person016,-60,2,E:\Thesis\Dataset\correct_angle_all\person016\left\60_degree_02.png,person003,2,0,0.4570054709911346,60,person016,15,1,0.9950361847877502,60,60,A wrong / B right
person024,-45,18,E:\Thesis\Dataset\correct_angle_all\person024\left\45_degree_18.png,person126,125,0,0.4569981098175049,45,person024,23,1,0.9658426642417908,45,45,A wrong / B right
person029,30,14,E:\Thesis\Dataset\correct_angle_all\person029\right\30_degree14.png,person002,1,0,0.4558313488960266,30,person029,28,1,0.9982472658157348,30,30,A wrong / B right
person116,45,9,E:\Thesis\Dataset\correct_angle_all\person116\right\45_degree09.png,person058,57,0,0.4544618725776672,45,person116,115,1,0.7280554175376892,45,45,A wrong / B right
person083,15,18,E:\Thesis\Dataset\correct_angle_all\person083\right\15_degree18.png,person047,46,0,0.4543520212173462,15,person083,82,1,0.6624057292938232,15,15,A wrong / B right
person124,30,14,E:\Thesis\Dataset\correct_angle_all\person124\right\30_degree14.png,person002,1,0,0.4530451595783233,30,person124,123,1,0.8381451964378357,30,30,A wrong / B right
person031,30,9,E:\Thesis\Dataset\correct_angle_all\person031\right\30_degree09.png,person002,1,0,0.4511922597885132,30,person031,30,1,0.9375227093696594,30,30,A wrong / B right
person111,45,2,E:\Thesis\Dataset\correct_angle_all\person111\right\45_degree02.png,person002,1,0,0.4497449100017547,45,person111,110,1,0.9180953502655028,45,45,A wrong / B right
person051,15,9,E:\Thesis\Dataset\correct_angle_all\person051\right\15_degree09.png,person002,1,0,0.4476588666439056,15,person051,50,1,0.8177170157432556,15,15,A wrong / B right
person114,-75,18,E:\Thesis\Dataset\correct_angle_all\person114\left\75_degree_18.png,person003,2,0,0.4474460780620575,75,person114,113,1,0.9326866269111632,75,75,A wrong / B right
person059,60,18,E:\Thesis\Dataset\correct_angle_all\person059\right\60_degree18.png,person002,1,0,0.4470530450344085,60,person059,58,1,0.9855358600616456,60,60,A wrong / B right
person003,60,14,E:\Thesis\Dataset\correct_angle_all\person003\right\60_degree14.png,person035,34,0,0.4468924403190613,60,person003,2,1,0.998397409915924,60,60,A wrong / B right
person114,-60,2,E:\Thesis\Dataset\correct_angle_all\person114\left\60_degree_02.png,person003,2,0,0.4468524754047394,60,person114,113,1,0.9895200729370116,60,60,A wrong / B right
person050,45,9,E:\Thesis\Dataset\correct_angle_all\person050\right\45_degree09.png,person002,1,0,0.4455074667930603,45,person050,49,1,0.4836863875389099,45,45,A wrong / B right
person039,15,14,E:\Thesis\Dataset\correct_angle_all\person039\right\15_degree14.png,person047,46,0,0.444519430398941,15,person039,38,1,0.3726090788841247,15,15,A wrong / B right
person125,45,9,E:\Thesis\Dataset\correct_angle_all\person125\right\45_degree09.png,person002,1,0,0.4427889287471771,45,person125,124,1,0.2855829000473022,45,45,A wrong / B right
person048,60,14,E:\Thesis\Dataset\correct_angle_all\person048\right\60_degree14.png,person079,78,0,0.4421378076076507,60,person048,47,1,0.9978195428848268,60,60,A wrong / B right
person035,-90,9,E:\Thesis\Dataset\correct_angle_all\person035\left\90_degree_09.png,person003,2,0,0.4409601986408233,90,person035,34,1,0.9905567169189452,90,90,A wrong / B right
person124,30,9,E:\Thesis\Dataset\correct_angle_all\person124\right\30_degree09.png,person002,1,0,0.4401123821735382,30,person124,123,1,0.3228402733802795,30,30,A wrong / B right
person075,60,14,E:\Thesis\Dataset\correct_angle_all\person075\right\60_degree14.png,person062,61,0,0.4399358928203583,60,person075,74,1,0.9976596832275392,60,60,A wrong / B right
person051,15,18,E:\Thesis\Dataset\correct_angle_all\person051\right\15_degree18.png,person002,1,0,0.4396345913410187,15,person051,50,1,0.8465390205383301,15,15,A wrong / B right
person118,75,18,E:\Thesis\Dataset\correct_angle_all\person118\right\75_degree18.png,person035,34,0,0.4396260380744934,75,person118,117,1,0.7398192882537842,75,75,A wrong / B right
