person,yaw,illumination,path,A_predicted_person,A_predicted_label,A_correct,A_confidence,A_abs_yaw,B_predicted_person,B_predicted_label,B_correct,B_confidence,B_abs_yaw,abs_yaw,outcome
person104,-15,2,E:\Thesis\Dataset\correct_angle_all\person104\left\15_degree02.png,person132,131,0,0.2319011390209198,15,person103,102,0,0.7439005970954895,15,15,Both wrong
person123,-90,9,E:\Thesis\Dataset\correct_angle_all\person123\left\90_degree_09.png,person003,2,0,0.1561664491891861,90,person036,35,0,0.7331663370132446,90,90,Both wrong
person125,-45,14,E:\Thesis\Dataset\correct_angle_all\person125\left\45_degree_14.png,person003,2,0,0.0869951918721199,45,person103,102,0,0.7313463091850281,45,45,Both wrong
person079,-75,18,E:\Thesis\Dataset\correct_angle_all\person079\left\75_degree_18.png,person036,35,0,0.1477970629930496,75,person036,35,0,0.7266679406166077,75,75,Both wrong
person079,-75,9,E:\Thesis\Dataset\correct_angle_all\person079\left\75_degree_09.png,person003,2,0,0.0485308952629566,75,person036,35,0,0.7197703123092651,75,75,Both wrong
person048,75,2,E:\Thesis\Dataset\correct_angle_all\person048\right\75_degree02.png,person023,22,0,0.0577531829476356,75,person059,58,0,0.7158324718475342,75,75,Both wrong
person131,75,9,E:\Thesis\Dataset\correct_angle_all\person131\right\75_degree09.png,person089,88,0,0.0491296127438545,75,person064,63,0,0.7149038314819336,75,75,Both wrong
person123,-90,18,E:\Thesis\Dataset\correct_angle_all\person123\left\90_degree_18.png,person139,138,0,0.1236938461661338,90,person036,35,0,0.7145766615867615,90,90,Both wrong
person040,90,9,E:\Thesis\Dataset\correct_angle_all\person040\right\90_degree09.png,person148,147,0,0.0587999261915683,90,person101,100,0,0.7138965129852295,90,90,Both wrong
person144,-90,14,E:\Thesis\Dataset\correct_angle_all\person144\left\90_degree_14.png,person003,2,0,0.0596001110970974,90,person080,79,0,0.7121608257293701,90,90,Both wrong
person101,15,9,E:\Thesis\Dataset\correct_angle_all\person101\right\15_degree09.png,person047,46,0,0.1623639911413192,15,person104,103,0,0.7087797522544861,15,15,Both wrong
person059,45,14,E:\Thesis\Dataset\correct_angle_all\person059\right\45_degree14.png,person002,1,0,0.281131774187088,45,person023,22,0,0.6914767026901245,45,45,Both wrong
person042,-90,18,E:\Thesis\Dataset\correct_angle_all\person042\left\90_degree_18.png,person003,2,0,0.0511269755661487,90,person036,35,0,0.6911192536354065,90,90,Both wrong
person016,90,2,E:\Thesis\Dataset\correct_angle_all\person016\right\90_degree02.png,person003,2,0,0.2068940699100494,90,person036,35,0,0.69082111120224,90,90,Both wrong
person148,45,9,E:\Thesis\Dataset\correct_angle_all\person148\right\45_degree09.png,person002,1,0,0.3243795037269592,45,person039,38,0,0.6905539035797119,45,45,Both wrong
person009,90,2,E:\Thesis\Dataset\correct_angle_all\person009\right\90_degree02.png,person079,78,0,0.0610286742448806,90,person036,35,0,0.6776576042175293,90,90,Both wrong
person040,-75,2,E:\Thesis\Dataset\correct_angle_all\person040\left\75_degree_02.png,person116,115,0,0.1023177951574325,75,person101,100,0,0.6671803593635559,75,75,Both wrong
person009,-90,9,E:\Thesis\Dataset\correct_angle_all\person009\left\90_degree_09.png,person003,2,0,0.1238712146878242,90,person036,35,0,0.6545413732528687,90,90,Both wrong
person052,-45,14,E:\Thesis\Dataset\correct_angle_all\person052\left\45_degree_14.png,person126,125,0,0.05583331361413,45,person051,50,0,0.6475809812545776,45,45,Both wrong
person144,-90,2,E:\Thesis\Dataset\correct_angle_all\person144\left\90_degree_02.png,person150,149,0,0.1234762668609619,90,person080,79,0,0.6417330503463745,90,90,Both wrong
person007,-75,14,E:\Thesis\Dataset\correct_angle_all\person007\left\75_degree_14.png,person035,34,0,0.0438607223331928,75,person047,46,0,0.6276755928993225,75,75,Both wrong
person009,-90,14,E:\Thesis\Dataset\correct_angle_all\person009\left\90_degree_14.png,person036,35,0,0.0774948596954345,90,person036,35,0,0.6246895790100098,90,90,Both wrong
person122,75,14,E:\Thesis\Dataset\correct_angle_all\person122\right\75_degree14.png,person035,34,0,0.0535581037402153,75,person011,10,0,0.6233367323875427,75,75,Both wrong
person144,-90,18,E:\Thesis\Dataset\correct_angle_all\person144\left\90_degree_18.png,person003,2,0,0.0891288891434669,90,person080,79,0,0.6155162453651428,90,90,Both wrong
person149,75,9,E:\Thesis\Dataset\correct_angle_all\person149\right\75_degree09.png,person002,1,0,0.1093482822179794,75,person096,95,0,0.6093023419380188,75,75,Both wrong
person088,-90,2,E:\Thesis\Dataset\correct_angle_all\person088\left\90_degree_02.png,person126,125,0,0.067160353064537,90,person055,54,0,0.5979578495025635,90,90,Both wrong
person042,90,9,E:\Thesis\Dataset\correct_angle_all\person042\right\90_degree09.png,person058,57,0,0.073232851922512,90,person036,35,0,0.5912720561027527,90,90,Both wrong
person144,90,14,E:\Thesis\Dataset\correct_angle_all\person144\right\90_degree14.png,person002,1,0,0.1597031205892563,90,person116,115,0,0.5907168984413147,90,90,Both wrong
person149,-15,18,E:\Thesis\Dataset\correct_angle_all\person149\left\15_degree18.png,person144,143,0,0.0865469649434089,15,person059,58,0,0.5861471891403198,15,15,Both wrong
person032,75,2,E:\Thesis\Dataset\correct_angle_all\person032\right\75_degree02.png,person023,22,0,0.0541342236101627,75,person059,58,0,0.5861326456069946,75,75,Both wrong
person009,90,18,E:\Thesis\Dataset\correct_angle_all\person009\right\90_degree18.png,person035,34,0,0.0929323509335517,90,person036,35,0,0.5837740302085876,90,90,Both wrong
person148,45,2,E:\Thesis\Dataset\correct_angle_all\person148\right\45_degree02.png,person002,1,0,0.2645685076713562,45,person039,38,0,0.5834203958511353,45,45,Both wrong
person040,90,2,E:\Thesis\Dataset\correct_angle_all\person040\right\90_degree02.png,person148,147,0,0.0859351083636283,90,person101,100,0,0.5822853446006775,90,90,Both wrong
person079,-75,2,E:\Thesis\Dataset\correct_angle_all\person079\left\75_degree_02.png,person092,91,0,0.1088762134313583,75,person036,35,0,0.5800202488899231,75,75,Both wrong
person030,90,9,E:\Thesis\Dataset\correct_angle_all\person030\right\90_degree09.png,person002,1,0,0.0468882247805595,90,person039,38,0,0.5790666937828064,90,90,Both wrong
person101,15,14,E:\Thesis\Dataset\correct_angle_all\person101\right\15_degree14.png,person047,46,0,0.5961111187934875,15,person104,103,0,0.5742315649986267,15,15,Both wrong
person143,75,2,E:\Thesis\Dataset\correct_angle_all\person143\right\75_degree02.png,person058,57,0,0.0927174687385559,75,person015,14,0,0.5739989876747131,75,75,Both wrong
person059,90,9,E:\Thesis\Dataset\correct_angle_all\person059\right\90_degree09.png,person002,1,0,0.1530008465051651,90,person096,95,0,0.5712080001831055,90,90,Both wrong
person082,-90,9,E:\Thesis\Dataset\correct_angle_all\person082\left\90_degree_09.png,person011,10,0,0.0607544295489788,90,person111,110,0,0.5699028968811035,90,90,Both wrong
person040,-75,14,E:\Thesis\Dataset\correct_angle_all\person040\left\75_degree_14.png,person119,118,0,0.038239873945713,75,person101,100,0,0.5675380229949951,75,75,Both wrong
person071,90,18,E:\Thesis\Dataset\correct_angle_all\person071\right\90_degree18.png,person135,134,0,0.0456730611622333,90,person011,10,0,0.5671754479408264,90,90,Both wrong
person056,-75,14,E:\Thesis\Dataset\correct_angle_all\person056\left\75_degree_14.png,person035,34,0,0.0920465514063835,75,person045,44,0,0.5653241872787476,75,75,Both wrong
person114,-90,18,E:\Thesis\Dataset\correct_angle_all\person114\left\90_degree_18.png,person003,2,0,0.2710611522197723,90,person036,35,0,0.5632829666137695,90,90,Both wrong
person068,90,2,E:\Thesis\Dataset\correct_angle_all\person068\right\90_degree02.png,person023,22,0,0.0576608330011367,90,person059,58,0,0.5623176097869873,90,90,Both wrong
person002,-75,14,E:\Thesis\Dataset\correct_angle_all\person002\left\75_degree_14.png,person152,151,0,0.169833168387413,75,person045,44,0,0.5601838827133179,75,75,Both wrong
person144,90,9,E:\Thesis\Dataset\correct_angle_all\person144\right\90_degree09.png,person002,1,0,0.0969499200582504,90,person116,115,0,0.5590355396270752,90,90,Both wrong
person042,75,9,E:\Thesis\Dataset\correct_angle_all\person042\right\75_degree09.png,person096,95,0,0.0677081868052482,75,person036,35,0,0.5569955110549927,75,75,Both wrong
person114,-90,9,E:\Thesis\Dataset\correct_angle_all\person114\left\90_degree_09.png,person003,2,0,0.3264065086841583,90,person036,35,0,0.5534416437149048,90,90,Both wrong
person013,-15,9,E:\Thesis\Dataset\correct_angle_all\person013\left\15_degree09.png,person005,4,0,0.0976885333657264,15,person135,134,0,0.5513842701911926,15,15,Both wrong
person003,90,14,E:\Thesis\Dataset\correct_angle_all\person003\right\90_degree14.png,person035,34,0,0.3387174606323242,90,person093,92,0,0.5460442304611206,90,90,Both wrong
person148,75,9,E:\Thesis\Dataset\correct_angle_all\person148\right\75_degree09.png,person002,1,0,0.1128159686923027,75,person039,38,0,0.5460089445114136,75,75,Both wrong
person071,-45,2,E:\Thesis\Dataset\correct_angle_all\person071\left\45_degree_02.png,person116,115,0,0.0803472027182579,45,person135,134,0,0.5393048524856567,45,45,Both wrong
person079,90,18,E:\Thesis\Dataset\correct_angle_all\person079\right\90_degree18.png,person003,2,0,0.0757802128791809,90,person036,35,0,0.5380685329437256,90,90,Both wrong
person097,90,18,E:\Thesis\Dataset\correct_angle_all\person097\right\90_degree18.png,person079,78,0,0.081559732556343,90,person119,118,0,0.5369207262992859,90,90,Both wrong
person148,45,18,E:\Thesis\Dataset\correct_angle_all\person148\right\45_degree18.png,person002,1,0,0.2572264671325683,45,person039,38,0,0.532146692276001,45,45,Both wrong
person114,-90,14,E:\Thesis\Dataset\correct_angle_all\person114\left\90_degree_14.png,person003,2,0,0.243727296590805,90,person036,35,0,0.5276120901107788,90,90,Both wrong
person002,90,18,E:\Thesis\Dataset\correct_angle_all\person002\right\90_degree18.png,person002,1,1,0.178054541349411,90,person033,32,0,0.5272165536880493,90,90,A right / B wrong
person106,-90,9,E:\Thesis\Dataset\correct_angle_all\person106\left\90_degree_09.png,person142,141,0,0.0639556422829628,90,person092,91,0,0.5242648720741272,90,90,Both wrong
person149,45,14,E:\Thesis\Dataset\correct_angle_all\person149\right\45_degree14.png,person002,1,0,0.2622034847736358,45,person023,22,0,0.5226015448570251,45,45,Both wrong
person064,90,18,E:\Thesis\Dataset\correct_angle_all\person064\right\90_degree18.png,person003,2,0,0.0619981735944747,90,person141,140,0,0.516412615776062,90,90,Both wrong
person040,90,14,E:\Thesis\Dataset\correct_angle_all\person040\right\90_degree14.png,person148,147,0,0.0765816569328308,90,person101,100,0,0.5151028633117676,90,90,Both wrong
person009,75,14,E:\Thesis\Dataset\correct_angle_all\person009\right\75_degree14.png,person003,2,0,0.2115509063005447,75,person036,35,0,0.5137435793876648,75,75,Both wrong
person017,75,2,E:\Thesis\Dataset\correct_angle_all\person017\right\75_degree02.png,person058,57,0,0.1164060682058334,75,person015,14,0,0.5087872743606567,75,75,Both wrong
person134,-90,2,E:\Thesis\Dataset\correct_angle_all\person134\left\90_degree_02.png,person011,10,0,0.0918981283903122,90,person126,125,0,0.5085983872413635,90,90,Both wrong
person137,-75,14,E:\Thesis\Dataset\correct_angle_all\person137\left\75_degree_14.png,person152,151,0,0.1461130231618881,75,person045,44,0,0.5059649348258972,75,75,Both wrong
person119,-75,14,E:\Thesis\Dataset\correct_angle_all\person119\left\75_degree_14.png,person119,118,1,0.1720347553491592,75,person045,44,0,0.5037676692008972,75,75,A right / B wrong
person027,-90,2,E:\Thesis\Dataset\correct_angle_all\person027\left\90_degree_02.png,person126,125,0,0.1732298135757446,90,person034,33,0,0.4996295273303985,90,90,Both wrong
person016,-90,9,E:\Thesis\Dataset\correct_angle_all\person016\left\90_degree_09.png,person003,2,0,0.2183083444833755,90,person036,35,0,0.4986487329006195,90,90,Both wrong
person040,75,14,E:\Thesis\Dataset\correct_angle_all\person040\right\75_degree14.png,person002,1,0,0.1229431107640266,75,person101,100,0,0.4978598654270172,75,75,Both wrong
person085,90,9,E:\Thesis\Dataset\correct_angle_all\person085\right\90_degree09.png,person005,4,0,0.0462206937372684,90,person052,51,0,0.4972427785396576,90,90,Both wrong
person027,-90,18,E:\Thesis\Dataset\correct_angle_all\person027\left\90_degree_18.png,person003,2,0,0.0875237956643104,90,person146,145,0,0.4948695003986358,90,90,Both wrong
person101,15,18,E:\Thesis\Dataset\correct_angle_all\person101\right\15_degree18.png,person047,46,0,0.3342603743076324,15,person104,103,0,0.4860656261444092,15,15,Both wrong
person009,75,18,E:\Thesis\Dataset\correct_angle_all\person009\right\75_degree18.png,person114,113,0,0.1388826817274093,75,person036,35,0,0.480887770652771,75,75,Both wrong
person086,90,9,E:\Thesis\Dataset\correct_angle_all\person086\right\90_degree09.png,person025,24,0,0.0504880882799625,90,person071,70,0,0.4764936566352844,90,90,Both wrong
person073,-75,14,E:\Thesis\Dataset\correct_angle_all\person073\left\75_degree_14.png,person035,34,0,0.071290485560894,75,person047,46,0,0.4742025434970855,75,75,Both wrong
person042,-90,14,E:\Thesis\Dataset\correct_angle_all\person042\left\90_degree_14.png,person003,2,0,0.0590705759823322,90,person036,35,0,0.4738841950893402,90,90,Both wrong
person097,-75,14,E:\Thesis\Dataset\correct_angle_all\person097\left\75_degree_14.png,person058,57,0,0.0721224024891853,75,person045,44,0,0.4717147350311279,75,75,Both wrong
person148,-75,14,E:\Thesis\Dataset\correct_angle_all\person148\left\75_degree_14.png,person035,34,0,0.0824622362852096,75,person045,44,0,0.4716562926769256,75,75,Both wrong
person135,90,9,E:\Thesis\Dataset\correct_angle_all\person135\right\90_degree09.png,person047,46,0,0.1547992378473281,90,person047,46,0,0.4710161387920379,90,90,Both wrong
person066,75,2,E:\Thesis\Dataset\correct_angle_all\person066\right\75_degree02.png,person058,57,0,0.1180307492613792,75,person015,14,0,0.4701452553272247,75,75,Both wrong
person149,15,2,E:\Thesis\Dataset\correct_angle_all\person149\right\15_degree02.png,person002,1,0,0.1718197911977768,15,person059,58,0,0.4687024652957916,15,15,Both wrong
person071,90,2,E:\Thesis\Dataset\correct_angle_all\person071\right\90_degree02.png,person050,49,0,0.0312910266220569,90,person011,10,0,0.4657000303268432,90,90,Both wrong
person149,-90,2,E:\Thesis\Dataset\correct_angle_all\person149\left\90_degree_02.png,person011,10,0,0.1553848087787628,90,person111,110,0,0.465697169303894,90,90,Both wrong
person054,75,2,E:\Thesis\Dataset\correct_angle_all\person054\right\75_degree02.png,person058,57,0,0.1342341601848602,75,person015,14,0,0.4636269211769104,75,75,Both wrong
person097,-90,18,E:\Thesis\Dataset\correct_angle_all\person097\left\90_degree_18.png,person003,2,0,0.1935614198446273,90,person143,142,0,0.462020069360733,90,90,Both wrong
